news_id,company_id,tarih,kaynak,baslik,sentiment
N00493,F00443,2025-06-05,Hürriyet Ekonomi,"Zirve Teknoloji Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00494,F00443,2026-02-12,Sözcü,"Zirve Teknoloji Ltd. Şti., sektör raporlarında İnşaat alanındaki oyunculardan biri olarak yer aldı.",notr
N00495,F01178,2026-07-24,Hürriyet Ekonomi,"Aydın Grup Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00496,F01178,2024-08-14,Bloomberg HT,"Aydın Grup Ltd. Şti., 2024 yılı genel kurul toplantısını Antalya'de gerçekleştirdi.",notr
N00497,F00436,2025-03-17,Sözcü,Rüzgar Lojistik A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00498,F00436,2026-04-15,Hürriyet Ekonomi,"Rüzgar Lojistik A.Ş., 2026 yılında Tarım sektöründe 288 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00499,F01169,2026-01-26,Hürriyet Ekonomi,"Nokta Otomotiv Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00500,F01169,2025-12-01,Ekonomim,Nokta Otomotiv Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00501,F00101,2025-09-18,Ekonomim,"Bumerang Ticaret Ltd. Şti., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00502,F00773,2022-07-11,Hürriyet Ekonomi,"Bahar Ticaret A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00503,F00495,2025-08-11,Dünya Gazetesi,"Doğuş Endüstri Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00504,F00495,2023-08-13,Ekonomim,"Doğuş Endüstri Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00505,F00495,2023-07-25,Sözcü,"Doğuş Endüstri Ltd. Şti., Denizli'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00506,F01028,2023-10-03,Dünya Gazetesi,"Cevher Danışmanlık A.Ş., 2023 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00507,F01028,2024-05-12,Sözcü,"Cevher Danışmanlık A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00508,F01028,2025-09-21,Bloomberg HT,Cevher Danışmanlık A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00509,F00807,2024-02-04,Bloomberg HT,"Berrak Grup A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00510,F00807,2022-03-03,Sözcü,"Berrak Grup A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00511,F01142,2026-08-21,Hürriyet Ekonomi,"Erguvan İnşaat A.Ş. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00512,F00846,2022-01-11,Ekonomim,Anka Metal A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00513,F00846,2026-07-23,Ekonomim,"Anka Metal A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00514,F00846,2022-11-25,Dünya Gazetesi,"Anka Metal A.Ş., sektör raporlarında İnşaat alanındaki oyunculardan biri olarak yer aldı.",notr
N00515,F00987,2025-07-16,Dünya Gazetesi,"Kervan Endüstri Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00516,F00987,2024-03-31,Ekonomim,"Kervan Endüstri Ltd. Şti., 2024 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00517,F00228,2024-10-18,Bloomberg HT,"Kervan Grup A.Ş., 2024 yılında Lojistik sektöründe 431 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00518,F00228,2023-04-29,Dünya Gazetesi,"Kervan Grup A.Ş., 2023 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N00519,F00228,2026-03-23,Bloomberg HT,"Kervan Grup A.Ş., 2026 yılı genel kurul toplantısını İstanbul'de gerçekleştirdi.",notr
N00520,F01193,2024-03-01,Ekonomim,Sahil Danışmanlık A.Ş. hakkında Ankara Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00521,F00672,2023-10-23,Ekonomim,"Pusula Tarım A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00522,F00859,2025-04-01,Sözcü,"Rüzgar İnşaat A.Ş., 2025 yılında Metal ve Makine sektöründe 56 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00523,F00859,2025-07-22,Bloomberg HT,"Rüzgar İnşaat A.Ş., 2025 yılında Metal ve Makine sektöründe 357 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00524,F00925,2022-12-29,Sözcü,"Kaptan Ticaret Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00525,F00925,2022-01-03,Sözcü,"Kaptan Ticaret Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00526,F00925,2026-08-19,Dünya Gazetesi,"Kaptan Ticaret Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00527,F00067,2024-02-05,Bloomberg HT,"Deniz Sistem Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00528,F00067,2024-11-10,Bloomberg HT,Deniz Sistem Ltd. Şti. hakkında Gaziantep Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00529,F00067,2025-12-11,Hürriyet Ekonomi,Deniz Sistem Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00530,F00068,2026-06-10,Dünya Gazetesi,"Kervan Turizm A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00531,F00817,2025-10-31,Sözcü,"Bahar Tarım A.Ş., Bursa'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00532,F00212,2023-04-27,Dünya Gazetesi,"Meridyen Teknoloji A.Ş., 2023 yılında Finans ve Sigorta sektöründe 168 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00533,F00013,2026-07-19,Dünya Gazetesi,"Kaptan Makine Ltd. Şti., sektör raporlarında Sağlık alanındaki oyunculardan biri olarak yer aldı.",notr
N00534,F00013,2023-03-31,Hürriyet Ekonomi,"Kaptan Makine Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00535,F00013,2025-10-04,Bloomberg HT,Kaptan Makine Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00536,F00494,2023-06-10,Ekonomim,"Erguvan Teknoloji A.Ş., sektör raporlarında Kimya alanındaki oyunculardan biri olarak yer aldı.",notr
N00537,F01165,2023-02-16,Bloomberg HT,"Damla Tekstil A.Ş. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00538,F01165,2024-04-21,Bloomberg HT,"Damla Tekstil A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00539,F01165,2022-06-30,Bloomberg HT,"Damla Tekstil A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00540,F00300,2022-05-17,Hürriyet Ekonomi,"Berrak Holding Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00541,F00411,2026-02-08,Bloomberg HT,Kaptan Enerji Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00542,F00757,2025-08-26,Bloomberg HT,"Doğuş Otomotiv Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00543,F00757,2025-07-13,Sözcü,"Doğuş Otomotiv Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00544,F01075,2026-03-24,Sözcü,"Deniz Turizm A.Ş., 2026 yılında Perakende Ticaret sektöründe 123 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00545,F00696,2024-09-30,Dünya Gazetesi,Bereket Turizm A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00546,F01151,2024-11-25,Ekonomim,"Meridyen İnşaat A.Ş., 2024 yılında Otomotiv sektöründe 337 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00547,F01151,2025-05-28,Ekonomim,"Meridyen İnşaat A.Ş., Kayseri'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00548,F01151,2026-05-21,Dünya Gazetesi,"Meridyen İnşaat A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00549,F00724,2025-01-22,Ekonomim,"Rüzgar Otomotiv A.Ş., 2025 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00550,F01016,2026-01-20,Hürriyet Ekonomi,"Berrak Teknoloji A.Ş., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00551,F01016,2024-10-17,Hürriyet Ekonomi,"Berrak Teknoloji A.Ş., Antalya'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00552,F00528,2026-02-26,Dünya Gazetesi,"Bahar Lojistik A.Ş., sektör raporlarında İnşaat alanındaki oyunculardan biri olarak yer aldı.",notr
N00553,F00600,2023-07-14,Hürriyet Ekonomi,"Pusula Yazılım A.Ş., 2023 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N00554,F01120,2026-06-03,Bloomberg HT,"Vadi Turizm A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00555,F01120,2022-05-09,Dünya Gazetesi,"Vadi Turizm A.Ş., 2022 yılında Metal ve Makine sektöründe 103 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00556,F00567,2022-11-27,Ekonomim,"Bahar Makine A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00557,F00731,2023-02-17,Ekonomim,"Aydın Metal Ltd. Şti., 2023 yılı genel kurul toplantısını Gaziantep'de gerçekleştirdi.",notr
N00558,F00274,2024-10-21,Dünya Gazetesi,"Toros Kimya A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00559,F00274,2026-07-15,Sözcü,"Toros Kimya A.Ş., Ankara'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00560,F00967,2023-05-19,Ekonomim,Yıldız Otomotiv Ltd. Şti. hakkında Mersin Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00561,F00238,2025-11-03,Hürriyet Ekonomi,"Kaptan Metal A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00562,F00406,2024-02-10,Ekonomim,Doğuş Danışmanlık A.Ş. hakkında Bursa Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00563,F00003,2026-07-16,Hürriyet Ekonomi,"Kaptan Gıda Ltd. Şti., sektör raporlarında Gıda ve İçecek alanındaki oyunculardan biri olarak yer aldı.",notr
N00564,F00003,2023-06-15,Hürriyet Ekonomi,"Kaptan Gıda Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00565,F00003,2022-06-07,Sözcü,Kaptan Gıda Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00566,F00007,2026-02-28,Dünya Gazetesi,"Pusula Makine Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00567,F00007,2022-01-30,Bloomberg HT,"Pusula Makine Ltd. Şti., sektör raporlarında İnşaat alanındaki oyunculardan biri olarak yer aldı.",notr
N00568,F00312,2024-04-15,Hürriyet Ekonomi,"Zirve Yazılım Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00569,F00312,2022-11-29,Ekonomim,"Zirve Yazılım Ltd. Şti. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00570,F01091,2026-08-15,Hürriyet Ekonomi,"Toprak İnşaat A.Ş., 2026 yılında Perakende Ticaret sektöründe 133 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00571,F00452,2024-04-29,Hürriyet Ekonomi,"Cevher Turizm A.Ş., 2024 yılı genel kurul toplantısını Antalya'de gerçekleştirdi.",notr
N00572,F00722,2024-10-15,Sözcü,"Kervan Ticaret A.Ş., 2024 yılında Tarım sektöründe 344 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00573,F00216,2025-07-07,Sözcü,"Mavera Lojistik Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00574,F00216,2025-07-15,Dünya Gazetesi,"Mavera Lojistik Ltd. Şti., 2025 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N00575,F01086,2025-06-13,Bloomberg HT,"Berrak Turizm A.Ş., 2025 yılı genel kurul toplantısını Antalya'de gerçekleştirdi.",notr
N00576,F01086,2022-03-01,Hürriyet Ekonomi,"Berrak Turizm A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00577,F00028,2022-04-03,Ekonomim,"Bahar Turizm Ltd. Şti., 2022 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00578,F01158,2023-12-25,Dünya Gazetesi,Berrak İnşaat Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00579,F01158,2024-04-06,Dünya Gazetesi,"Berrak İnşaat Ltd. Şti. yönetimi, 2024 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00580,F00362,2026-08-03,Dünya Gazetesi,"Ege Lojistik A.Ş., 2026 yılında Gıda ve İçecek sektöründe 22 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00581,F00823,2023-11-07,Dünya Gazetesi,Doruk Endüstri Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00582,F00781,2026-05-17,Hürriyet Ekonomi,"Bahar Danışmanlık A.Ş., 2026 yılında Otomotiv sektöründe 60 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00583,F00781,2024-12-05,Hürriyet Ekonomi,"Bahar Danışmanlık A.Ş., 2024 yılında Otomotiv sektöründe 59 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00584,F00629,2025-07-19,Sözcü,"Berrak Metal Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00585,F00629,2026-05-25,Hürriyet Ekonomi,"Berrak Metal Ltd. Şti., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00586,F00454,2024-12-29,Hürriyet Ekonomi,"Anka Holding Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00587,F00739,2022-04-09,Hürriyet Ekonomi,"Cevher Turizm A.Ş., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00588,F00739,2022-02-24,Sözcü,"Cevher Turizm A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00589,F00739,2022-01-14,Hürriyet Ekonomi,"Cevher Turizm A.Ş., yönetim kurulu üyeliklerinde değişikliğe gitti.",notr
N00590,F00536,2023-04-10,Dünya Gazetesi,"Deniz Sistem A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00591,F01050,2024-05-25,Bloomberg HT,"Toprak Otomotiv Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00592,F01050,2026-04-10,Bloomberg HT,"Toprak Otomotiv Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00593,F01050,2024-06-13,Dünya Gazetesi,"Toprak Otomotiv Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00594,F00399,2023-01-15,Hürriyet Ekonomi,"Pusula Lojistik A.Ş., 2023 yılında nakit akışı sorunları nedeniyle bazı ödemelerini erteledi.",olumsuz
N00595,F00399,2022-09-10,Bloomberg HT,"Pusula Lojistik A.Ş. yönetimi, 2022 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00596,F00257,2023-03-26,Dünya Gazetesi,"Bahar Tarım A.Ş., 2023 yılında Kimya sektöründe 213 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00597,F00292,2026-02-06,Sözcü,"Çınar Kimya A.Ş., İstanbul'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00598,F00026,2023-11-09,Bloomberg HT,"Mavera Danışmanlık Ltd. Şti. yönetimi, 2023 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00599,F00026,2024-03-15,Sözcü,"Mavera Danışmanlık Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00600,F00026,2022-11-21,Sözcü,Mavera Danışmanlık Ltd. Şti. hakkında İstanbul Ticaret Mahkemesi'nde alacaklılarla ilgili dava açıldığı öğrenildi.,olumsuz
N00601,F00337,2024-07-07,Bloomberg HT,"Zirve Endüstri A.Ş. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00602,F00585,2024-12-03,Ekonomim,"Kaptan Danışmanlık Ltd. Şti., Kayseri'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00603,F00585,2023-05-27,Ekonomim,"Kaptan Danışmanlık Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00604,F00048,2022-09-18,Sözcü,"Anka Otomotiv A.Ş., sektör raporlarında İnşaat alanındaki oyunculardan biri olarak yer aldı.",notr
N00605,F00319,2026-05-28,Ekonomim,"Bahar Tarım A.Ş., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00606,F00319,2024-10-04,Ekonomim,"Bahar Tarım A.Ş., Samsun'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00607,F00319,2026-01-17,Sözcü,"Bahar Tarım A.Ş., sektör raporlarında Metal ve Makine alanındaki oyunculardan biri olarak yer aldı.",notr
N00608,F00107,2026-05-03,Bloomberg HT,"Toprak Lojistik A.Ş., 2026 yılı genel kurul toplantısını Ankara'de gerçekleştirdi.",notr
N00609,F00799,2024-07-31,Dünya Gazetesi,"Çınar Enerji Ltd. Şti., sektör raporlarında Turizm ve Konaklama alanındaki oyunculardan biri olarak yer aldı.",notr
N00610,F00799,2025-09-09,Dünya Gazetesi,"Çınar Enerji Ltd. Şti. yönetimi, sektördeki daralma nedeniyle küçülme kararı aldığını duyurdu.",olumsuz
N00611,F00056,2025-08-04,Dünya Gazetesi,"Berrak Teknoloji Ltd. Şti. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00612,F00523,2023-04-09,Bloomberg HT,"Yörünge Danışmanlık A.Ş., İzmir'deki üretim kapasitesini artırmak için genişleme planlarını duyurdu.",olumlu
N00613,F00523,2025-06-17,Hürriyet Ekonomi,"Yörünge Danışmanlık A.Ş., 2025 yılında Bilişim ve Yazılım sektöründe 56 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00614,F00214,2024-05-15,Hürriyet Ekonomi,Deniz Yazılım A.Ş. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00615,F00121,2026-03-01,Sözcü,"Pusula Lojistik Ltd. Şti. yönetimi, 2026 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00616,F00918,2022-11-04,Ekonomim,"Bereket Lojistik Ltd. Şti., 2022 yılı genel kurul toplantısını İzmir'de gerçekleştirdi.",notr
N00617,F01068,2022-10-05,Ekonomim,"Cevher Otomotiv Ltd. Şti., yeni ihracat pazarlarına açılarak uluslararası büyüme hedeflerini yükseltti.",olumlu
N00618,F01068,2025-12-17,Bloomberg HT,Cevher Otomotiv Ltd. Şti. hakkında konkordato talebiyle ilgili haberler gündeme geldi.,olumsuz
N00619,F01068,2023-07-08,Dünya Gazetesi,"Cevher Otomotiv Ltd. Şti., 2023 yılında Tarım sektöründe 361 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00620,F01118,2026-04-21,Hürriyet Ekonomi,"Kaptan Yapı A.Ş., 2026 yılında Finans ve Sigorta sektöründe 79 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00621,F00073,2023-11-15,Hürriyet Ekonomi,"Deniz Tarım A.Ş., 2023 yılında Finans ve Sigorta sektöründe 147 milyon TL'lik yeni yatırım kararı aldığını açıkladı.",olumlu
N00622,F00073,2025-06-20,Dünya Gazetesi,"Deniz Tarım A.Ş. yönetimi, 2025 yılı ilk yarısında cironun beklentilerin üzerinde arttığını bildirdi.",olumlu
N00623,F00073,2025-03-11,Hürriyet Ekonomi,"Deniz Tarım A.Ş., sektör raporlarında Finans ve Sigorta alanındaki oyunculardan biri olarak yer aldı.",notr
